entrezgene,go.BP,go.CC,go.MF,pathway.kegg
27040,GO:0019722;GO:0035556;GO:0050863;GO:0043303;GO:0045860;GO:0010467;GO:0007265;GO:0042110;GO:0006954;GO:0007229;GO:0006955;GO:0002260;GO:0002250,GO:0005911;GO:0005886;GO:0016021;GO:0045121;GO:0001772;GO:0008180;GO:0005794,GO:0019901;GO:0005515;GO:0030159,hsa04664;hsa04064;hsa04650;hsa04659;hsa05135;hsa04658;hsa05235;hsa04015;hsa04660;hsa04014;hsa04666
7535,GO:0035556;GO:0042110;GO:0072678;GO:0006955;GO:0045060;GO:0002250;GO:0006468;GO:0046638;GO:0042113;GO:0050852;GO:0045087;GO:0046641;GO:0070489;GO:0045059;GO:0043366;GO:0045582;GO:0030217;GO:0046777;GO:0050850;GO:0007169;GO:0030154;GO:0018108,GO:0005737;GO:0031234;GO:0005886;GO:0005911;GO:0045121;GO:0001772;GO:0042101;GO:0005829,GO:0005102;GO:0001784;GO:0004714;GO:0005515;GO:0005524;GO:0004715;GO:0004713,hsa04064;hsa04650;hsa05340;hsa04659;hsa05135;hsa04658;hsa05235;hsa04660;hsa04014
156,GO:0002026;GO:0006468;GO:0033605;GO:0018107;GO:0018105;GO:0046718;GO:0007217;GO:0031623;GO:1901081;GO:0060048;GO:0007507;GO:0007186;GO:0009966;GO:0019079;GO:0003108;GO:0002029;GO:0045988;GO:0007213,GO:0005737;GO:0045202;GO:0005886;GO:0005929;GO:0016020;GO:0005829,GO:0005515;GO:0047696;GO:0001664;GO:0031694;GO:0005524;GO:0031755;GO:0004703;GO:0004672,hsa04724;hsa04340;hsa05032;hsa04062;hsa04144;hsa04740
1103,GO:0006836;GO:0006656;GO:0007274;GO:0008292,GO:0005737;GO:0045202;GO:0043005;GO:0005829;GO:0005634,GO:0004102,hsa00564;hsa04725
2791,GO:0007165;GO:0007186,GO:0005834;GO:0005886,GO:0005515;GO:0003924;GO:0031681,hsa05170;hsa04926;hsa04724;hsa05200;hsa04371;hsa05167;hsa05032;hsa04062;hsa05163;hsa04723;hsa04725;hsa04727;hsa04151;hsa04713;hsa04728;hsa04014;hsa04726;hsa05034
1816,GO:0042060;GO:0046960;GO:0007268;GO:0060292;GO:0033861;GO:0072593;GO:0001992;GO:0071870;GO:0007189;GO:0060158;GO:0001994;GO:0042220;GO:0071880;GO:0045762;GO:0001975;GO:0008306;GO:0001963;GO:0045776;GO:0007212;GO:0006874;GO:0045924;GO:0007191;GO:0007190;GO:0019226,GO:0045202;GO:0060170;GO:0005886;GO:0005929;GO:0097730;GO:0031526;GO:0005887,GO:0001588;GO:0004930;GO:0005515;GO:0035240;GO:0004952,hsa04080;hsa04728;hsa04024;hsa04020
6002,GO:0008277;GO:0007186;GO:0009968;GO:0050790,GO:0005737;GO:0045202;GO:0005886;GO:0016363;GO:0030425;GO:0005654;GO:0005634;GO:0000794;GO:0005829;GO:0005730,GO:0005096;GO:0005515;GO:0003924;GO:0030695,
8651,GO:0035556;GO:0042532;GO:0060334;GO:0001817;GO:0046627;GO:0019221;GO:0043086;GO:0046854;GO:0040008;GO:0016567;GO:0071230;GO:0043377;GO:0043372;GO:0007259;GO:0001932;GO:0010533;GO:0046426;GO:0045444;GO:0045591;GO:0043551,GO:0005737;GO:0005942;GO:0036464;GO:0005654;GO:0031410;GO:0005829,GO:0046935;GO:0019210;GO:0004860;GO:0019901;GO:0005515;GO:0005159,hsa04910;hsa04380;hsa04935;hsa04917;hsa04930;hsa05145;hsa04630;hsa04120;hsa05206
2534,GO:0035556;GO:0010730;GO:0042531;GO:0010976;GO:0048013;GO:1904646;GO:0050798;GO:0048010;GO:0042177;GO:0050730;GO:0002250;GO:0007612;GO:0008360;GO:2001240;GO:0006468;GO:1902951;GO:0000304;GO:0050852;GO:0043524;GO:0001764;GO:0045087;GO:0031397;GO:0071375;GO:0097062;GO:1905664;GO:0045471;GO:0038096;GO:0071560;GO:1903202;GO:0050900;GO:0050804;GO:0030900;GO:1904645;GO:1905232;GO:2001056;GO:0006816;GO:0007411;GO:1905477;GO:0007631;GO:0036120;GO:0046777;GO:0002223;GO:1901216;GO:0010629;GO:1905430;GO:0043123;GO:1900182;GO:0014068;GO:0042542;GO:0009410;GO:0007169;GO:0030154;GO:0090314;GO:0003015;GO:1900449;GO:0031295;GO:0018108;GO:0002862;GO:0050966;GO:0048813,GO:0014069;GO:0031234;GO:0005886;GO:0045121;GO:0044297;GO:0005768;GO:0030425;GO:0048471;GO:0005884;GO:0097386;GO:0098685;GO:0098978;GO:0097038;GO:0005739;GO:0099092;GO:0005829;GO:0005634,GO:0005102;GO:0043548;GO:0004714;GO:0042609;GO:0046872;GO:0050321;GO:0051428;GO:0004715;GO:0042608;GO:0046875;GO:0042610;GO:0004713;GO:0016004;GO:0048156;GO:0097110;GO:0043014;GO:0070851;GO:0043274;GO:0019899;GO:0042802;GO:0005515;GO:0005524;GO:0097718;GO:0044325;GO:0031802,hsa04360;hsa04664;hsa05130;hsa04650;hsa05020;hsa04380;hsa05416;hsa04071;hsa04660;hsa04725;hsa04520;hsa04611;hsa04072;hsa04510
6464,GO:0035556;GO:0098609;GO:0008284;GO:0007169;GO:0001525;GO:0007176;GO:0042742;GO:0043410;GO:0070374;GO:0007507;GO:0045892;GO:0031532;GO:0040008;GO:0071363;GO:0045893;GO:0007173;GO:0043066;GO:0008286,GO:0070435;GO:0005886;GO:0005829;GO:0005759,GO:0001784;GO:0046875;GO:0048408;GO:0005515;GO:0005159;GO:0019901;GO:0030971;GO:0005158;GO:0005543;GO:0005154;GO:0005168;GO:0005068,hsa04650;hsa04926;hsa04014;hsa05214;hsa04012;hsa04915;hsa04072;hsa04510;hsa04910;hsa05224;hsa05225;hsa04062;hsa04722;hsa05206;hsa05034;hsa05100;hsa05226;hsa04935;hsa05220;hsa04917
2782,GO:0010659;GO:0060041;GO:0071380;GO:0050909;GO:0071870;GO:0008283;GO:0007165;GO:0007186;GO:0007265;GO:0071456;GO:0007204;GO:0007191;GO:0007200;GO:0007213,GO:0005737;GO:0045202;GO:0005886;GO:0044297;GO:0001917;GO:0030425;GO:0005834;GO:0042622;GO:0016020;GO:0005765;GO:1903561;GO:0097381;GO:0070062;GO:0005829,GO:0051020;GO:0030159;GO:0047391;GO:0044877;GO:0005515;GO:0030507;GO:0003924,hsa04724;hsa04371;hsa05032;hsa04744;hsa04713;hsa04926;hsa04014;hsa04726;hsa05200;hsa05167;hsa04723;hsa04151;hsa04740;hsa04062;hsa05170;hsa04728;hsa05034;hsa05163;hsa04727;hsa04725
8503,GO:0002042;GO:0010628;GO:0036092;GO:0030335;GO:0043551;GO:0046854;GO:0001934;GO:0043491;GO:0008286,GO:0005942;GO:0005829,GO:0016303;GO:0046935;GO:0001784;GO:0005515,hsa04914;hsa04926;hsa04668;hsa05211;hsa04213;hsa04613;hsa05215;hsa04660;hsa04151;hsa04072;hsa05205;hsa04550;hsa04923;hsa05415;hsa05170;hsa04611;hsa05213;hsa04670;hsa05226;hsa05212;hsa04380;hsa04935;hsa05131;hsa04210;hsa04725;hsa04919;hsa04650;hsa05020;hsa04370;hsa05017;hsa05231;hsa04014;hsa05171;hsa04931;hsa05418;hsa04015;hsa04915;hsa04929;hsa04666;hsa05224;hsa05225;hsa04750;hsa05010;hsa04722;hsa04630;hsa05160;hsa05218;hsa05206;hsa04664;hsa04070;hsa04140;hsa04068;hsa05168;hsa05165;hsa04625;hsa04932;hsa05166;hsa04152;hsa04071;hsa05221;hsa04620;hsa04062;hsa05146;hsa05100;hsa04662;hsa05164;hsa04960;hsa05235;hsa05203;hsa05142;hsa04810;hsa04360;hsa04933;hsa05135;hsa05214;hsa04012;hsa05200;hsa05167;hsa04150;hsa05223;hsa05222;hsa04510;hsa04218;hsa04910;hsa05230;hsa04930;hsa04066;hsa04024;hsa04211;hsa05210;hsa05163;hsa05220;hsa04917;hsa05169;hsa04973;hsa05162;hsa05417;hsa05161
414149,,,GO:0008289;GO:0005515;GO:0000062,
867,GO:1901215;GO:0043303;GO:0042594;GO:0045742;GO:0043066;GO:1990090;GO:0006511;GO:0010332;GO:0007173;GO:0019221;GO:0006974;GO:0007165;GO:0016567;GO:0042059;GO:0045471;GO:0090650;GO:0048260;GO:0071364;GO:2000583;GO:0036120;GO:0070997;GO:0000209;GO:0035635;GO:0007175;GO:0014068;GO:0014823;GO:0046677;GO:0008584;GO:0006513;GO:0033574;GO:0032487;GO:0007166,GO:0005886;GO:0045121;GO:0005925;GO:0030426;GO:0048471;GO:0005929;GO:0016600;GO:0005794;GO:0005829,GO:0045296;GO:0001784;GO:0017124;GO:0036312;GO:0061630;GO:0004842;GO:0046875;GO:0005515;GO:0005509;GO:0005154;GO:0030971,hsa05205;hsa04910;hsa05100;hsa04012;hsa05200;hsa05220;hsa04144;hsa04120
84948,GO:0008150,GO:0005575;GO:0005634,GO:0003677;GO:0003674,
4690,GO:0010976;GO:0048013;GO:0030334;GO:0030032;GO:0036493;GO:0042110;GO:0051707;GO:0030838;GO:0046627;GO:0033137;GO:0042102;GO:1990441;GO:0007015;GO:0043086;GO:0007165;GO:0045944;GO:0070262;GO:1903676;GO:1903912;GO:0016477;GO:0007172;GO:0006930;GO:0060548;GO:1902237;GO:1903679;GO:1903898,GO:0005737;GO:0012506;GO:0005886;GO:0005911;GO:0000164;GO:0005840;GO:0005783;GO:0005829;GO:0005634,GO:0005102;GO:0045296;GO:0030159;GO:0004860;GO:0046875;GO:0005515;GO:0019904;GO:0030674;GO:0071074;GO:0035591;GO:0030971;GO:0008093,hsa04012;hsa04360;hsa05130;hsa04660
55188,GO:0008277;GO:0007186;GO:0050790,GO:0005737;GO:0005938;GO:0005886;GO:0005829,GO:0005085;GO:0001965,
2786,GO:0008277;GO:0007186;GO:0030308,GO:0005834;GO:0005886;GO:0070062,GO:0005515;GO:0031681,hsa05170;hsa04926;hsa04724;hsa05200;hsa04371;hsa05167;hsa05032;hsa04062;hsa05163;hsa04723;hsa04725;hsa04727;hsa04151;hsa04713;hsa04728;hsa04014;hsa04726;hsa05034
2776,GO:0001508;GO:0007189;GO:0007603;GO:0007188;GO:0007596;GO:0050821;GO:0009649;GO:0060828;GO:0007215;GO:0006469;GO:0007202;GO:0007213,GO:0005737;GO:0045202;GO:0005886;GO:0001750;GO:0031965;GO:0005834;GO:0005765;GO:0005794;GO:0070062,GO:0005096;GO:0031683;GO:0005515;GO:0046872;GO:0001664;GO:0005525;GO:0003924,hsa04270;hsa04934;hsa04020;hsa04540;hsa04724;hsa04922;hsa04961;hsa04371;hsa05022;hsa05135;hsa04924;hsa04921;hsa04925;hsa05017;hsa04713;hsa04916;hsa04726;hsa04261;hsa04912;hsa05200;hsa04015;hsa04071;hsa04723;hsa04915;hsa04970;hsa04929;hsa04928;hsa04750;hsa04062;hsa04927;hsa04022;hsa05010;hsa05146;hsa05170;hsa04611;hsa04728;hsa04918;hsa04720;hsa04911;hsa04730;hsa04971;hsa04935;hsa04972;hsa05016;hsa05163;hsa05142;hsa05143;hsa04725
2778,GO:0007606;GO:0007189;GO:0060348;GO:0007188;GO:0120162;GO:0048589;GO:0070527;GO:0007191;GO:0031279,GO:0005834;GO:0016324;GO:0005829;GO:0016020;GO:0070062,GO:0051430;GO:0010856;GO:0031683;GO:0005515;GO:0005159;GO:0035255;GO:0031748;GO:0046872;GO:0001664;GO:0031698;GO:0031852;GO:0005525;GO:0003924,hsa04913;hsa04270;hsa05165;hsa04934;hsa04020;hsa04540;hsa04724;hsa04922;hsa04961;hsa05032;hsa04924;hsa04921;hsa04925;hsa04713;hsa04926;hsa04916;hsa04962;hsa04976;hsa04726;hsa04261;hsa04912;hsa05200;hsa04015;hsa04915;hsa04970;hsa04072;hsa04714;hsa04923;hsa04928;hsa04750;hsa05110;hsa04927;hsa05030;hsa05414;hsa05146;hsa04611;hsa04728;hsa04024;hsa04918;hsa05034;hsa05012;hsa04911;hsa05031;hsa04730;hsa04971;hsa04935;hsa04972;hsa05163;hsa05142
23167,GO:0046854;GO:0072659,GO:0005886;GO:0005829,,
5999,GO:0007420;GO:0001975;GO:1901380;GO:0043278;GO:0042220;GO:1900924;GO:0010460;GO:1990791;GO:0045744;GO:0008277;GO:0061052;GO:0007186;GO:0060160;GO:0045471;GO:2000463;GO:0043547;GO:0110053;GO:0051924,GO:0005737;GO:0005886;GO:0032991;GO:0005829;GO:0005634,GO:0005096;GO:0005516;GO:0001965;GO:0003924,
2784,GO:0010906;GO:0010468;GO:0006884;GO:0090325;GO:0090181;GO:0007186;GO:0045598;GO:0090207;GO:0008217;GO:0060259;GO:0032350;GO:1903725,GO:0005737;GO:0044297;GO:0030425;GO:0005834;GO:0070062;GO:0005829,GO:0051020;GO:0030159;GO:0005515;GO:0030507;GO:0003924,hsa04724;hsa04371;hsa05032;hsa04713;hsa04926;hsa04014;hsa04726;hsa05200;hsa05167;hsa04723;hsa04151;hsa04062;hsa04742;hsa05170;hsa04728;hsa05034;hsa05163;hsa04727;hsa04725
2048,GO:0060996;GO:0048593;GO:0071679;GO:0021631;GO:0030335;GO:0048013;GO:0032760;GO:0046580;GO:0002639;GO:1904782;GO:0007612;GO:0010628;GO:0060997;GO:0007611;GO:0050771;GO:0007162;GO:0007413;GO:0021952;GO:0042113;GO:0051965;GO:0097104;GO:0007399;GO:0031290;GO:0106028;GO:0042472;GO:0099557;GO:0048170;GO:0001525;GO:0030193;GO:0007275;GO:1903078;GO:0007411;GO:0070373;GO:0030890;GO:1900273;GO:0001933;GO:0016310;GO:0007169;GO:0022038;GO:0050878;GO:0031915;GO:0033674;GO:0048168;GO:1904783;GO:0001655;GO:0006469;GO:0018108;GO:0060021,GO:0099055;GO:0005886;GO:0043235;GO:0099056;GO:0030425;GO:0005576;GO:0043005;GO:0030424;GO:0043025;GO:0098794;GO:0005654;GO:0098978;GO:0005887;GO:0005829,GO:0005102;GO:0008046;GO:0042802;GO:0004714;GO:0044877;GO:0005515;GO:0001540;GO:0005005;GO:0005524;GO:0004713,hsa04360
3635,GO:0030889;GO:0035556;GO:0050777;GO:0045579;GO:0045656;GO:0006796;GO:0046856;GO:0009968;GO:0050852;GO:0045671;GO:0007165;GO:0008340;GO:0006661;GO:0045648;GO:0006915;GO:0032715;GO:0045779;GO:0043065;GO:0016064;GO:0045659,GO:0005856;GO:0005886;GO:0005829;GO:0045121,GO:0017124;GO:0034485;GO:0004445;GO:0004439;GO:0005515;GO:0052659;GO:0016314;GO:0052658,hsa04664;hsa04662;hsa00562;hsa04070;hsa04666
2783,GO:0007186,GO:0005737;GO:0031982;GO:0044297;GO:0005925;GO:0005834;GO:0048471;GO:0016020;GO:0005765;GO:0005615;GO:0070062;GO:0005829,GO:0051020;GO:0030159;GO:0044877;GO:0005515;GO:0005246;GO:0003924,hsa05170;hsa04926;hsa04724;hsa05200;hsa04371;hsa05167;hsa05032;hsa04062;hsa05163;hsa04723;hsa04725;hsa04727;hsa04151;hsa04713;hsa04728;hsa04014;hsa04726;hsa05034
3815,GO:0035556;GO:0038162;GO:1904343;GO:0042127;GO:0070662;GO:0043303;GO:0042531;GO:0030335;GO:0002244;GO:0031274;GO:0048565;GO:0030032;GO:0030097;GO:0043406;GO:0060374;GO:1905065;GO:0006954;GO:0097067;GO:0097324;GO:0006687;GO:0046427;GO:0008360;GO:0002320;GO:0002551;GO:0060326;GO:0120072;GO:0035234;GO:0043410;GO:0010863;GO:0019221;GO:1904251;GO:0007165;GO:0008354;GO:0030218;GO:0002327;GO:0030318;GO:0050910;GO:0043069;GO:0045747;GO:0038109;GO:0002318;GO:0035701;GO:0048170;GO:0030217;GO:0051091;GO:0008542;GO:0007275;GO:0038093;GO:0031532;GO:0007286;GO:0046777;GO:1904349;GO:0035855;GO:0046686;GO:0014068;GO:0048103;GO:0001541;GO:0050673;GO:0007283;GO:0008284;GO:0007169;GO:0030183;GO:0008584;GO:0035019;GO:0032765;GO:0035162;GO:0033674;GO:0043473;GO:0002732;GO:0019827;GO:0043552;GO:0018108;GO:0097326;GO:0043586;GO:0048863,GO:0005886;GO:0005911;GO:0043235;GO:0001669;GO:0001650;GO:0009898;GO:0009897;GO:0005887;GO:0005615,GO:0004714;GO:0005515;GO:0042169;GO:0042803;GO:0046872;GO:0005524;GO:0002020;GO:0004713;GO:0005020;GO:0019955,hsa05224;hsa04640;hsa05221;hsa05200;hsa05230;hsa04015;hsa04010;hsa04151;hsa04916;hsa04014;hsa04072
259249,GO:1902349;GO:0007165;GO:0007186;GO:0006953;GO:0007166,GO:0005886;GO:0009986;GO:0016021,GO:0004930;GO:0004888,
29760,GO:0010628;GO:0050853;GO:0035556;GO:0030183;GO:0007169;GO:0006959;GO:0006954,GO:0005737;GO:0005886;GO:0036464;GO:0016020;GO:0005829,GO:0043274;GO:0019899;GO:0005515;GO:0019901;GO:0042169;GO:1990782;GO:0035591;GO:0005068,hsa04662;hsa04064;hsa05340;hsa04380;hsa05169
3055,GO:0007498;GO:0060333;GO:0006954;GO:0002522;GO:0051090;GO:0043066;GO:0008360;GO:0030838;GO:0045728;GO:0006468;GO:0002758;GO:0043299;GO:0031663;GO:0019221;GO:0045087;GO:2000251;GO:0038096;GO:0050764;GO:0046777;GO:0050727;GO:0007229;GO:0008284;GO:0007155;GO:0007169;GO:0030154;GO:0071801;GO:0018108;GO:0002862,GO:0031234;GO:0005886;GO:0030133;GO:0005925;GO:0005901;GO:0042995;GO:0005884;GO:0005764;GO:0043231;GO:0005794;GO:0005829;GO:0005634,GO:0005102;GO:0001784;GO:0004714;GO:0005515;GO:0005524;GO:0004715;GO:0004713,hsa04062;hsa05167;hsa04666
3791,GO:2001214;GO:0001569;GO:0043536;GO:0030335;GO:0002244;GO:0036324;GO:0043491;GO:1904881;GO:0048010;GO:0010595;GO:0043066;GO:0035924;GO:0008360;GO:0035584;GO:0043410;GO:0051770;GO:0001938;GO:0002042;GO:0016239;GO:0050927;GO:0001525;GO:0001570;GO:0051894;GO:0016477;GO:0007275;GO:0070371;GO:0070374;GO:0046777;GO:0001934;GO:0038084;GO:0090141;GO:0010629;GO:0014068;GO:0038083;GO:0061042;GO:0008284;GO:0007169;GO:0045446;GO:0035162;GO:0033674;GO:0038033;GO:0003158;GO:2000352;GO:0018108;GO:0090050;GO:0045766;GO:0051901,GO:0005886;GO:0043235;GO:0045121;GO:0097443;GO:0005768;GO:0005576;GO:0005887;GO:0005783;GO:0005769;GO:0005794;GO:0030054;GO:0005634,GO:0045296;GO:0042802;GO:0005178;GO:0004714;GO:0005515;GO:0005021;GO:0038085;GO:0051879;GO:0019838;GO:0005524;GO:0004713,hsa05205;hsa04020;hsa04370;hsa05418;hsa04015;hsa04010;hsa04151;hsa04014;hsa04510
2788,GO:0008277;GO:0007186,GO:0005834;GO:0005886;GO:0070062,GO:0005515;GO:0031681,hsa04724;hsa04371;hsa05032;hsa04713;hsa04926;hsa04014;hsa04726;hsa05200;hsa05167;hsa04723;hsa04151;hsa04740;hsa04062;hsa05170;hsa04728;hsa05034;hsa05163;hsa04727;hsa04725
6000,GO:0043547;GO:0035556;GO:0007186;GO:0009968,GO:0005886;GO:0005829,GO:0005096;GO:0031681;GO:0003924,
2904,GO:0007420;GO:0019722;GO:0051290;GO:0007611;GO:0035235;GO:0060079;GO:0097553;GO:1902951;GO:2001056;GO:0060291;GO:0007275;GO:1901216;GO:0007215;GO:0048167;GO:0098976;GO:0045471;GO:0007268,GO:0005737;GO:0017146;GO:0014069;GO:0097060;GO:0005886;GO:0009986;GO:0005856;GO:0043005;GO:0005770;GO:0005764;GO:0098839;GO:0045211;GO:0005887;GO:0005789,GO:0008270;GO:0016594;GO:0005515;GO:0015276;GO:0001540;GO:0038023;GO:0022849;GO:0004972;GO:0016595,hsa04724;hsa05020;hsa05022;hsa05017;hsa04713;hsa04014;hsa05033;hsa04015;hsa04080;hsa05010;hsa05030;hsa04728;hsa04024;hsa05322;hsa05034;hsa05014;hsa04720;hsa05031;hsa05016
2549,GO:0035728;GO:0001525;GO:0031532;GO:0038084;GO:0007173;GO:0038089;GO:0045766;GO:0090668;GO:0008286,GO:0005911;GO:0005829,GO:0005515,hsa05205;hsa05100;hsa04012;hsa05211;hsa05226;hsa05225;hsa04722;hsa04014;hsa04072
7525,GO:0071560;GO:0006464;GO:0043114;GO:0071300;GO:0007169;GO:0030154;GO:0031295;GO:0045087;GO:0048013;GO:0036120;GO:0010827;GO:0046777;GO:0050731;GO:0045944;GO:0018108;GO:0038096;GO:0002862;GO:0050900,GO:0031234;GO:0005886;GO:0005925;GO:0005815;GO:0005884;GO:0099091;GO:0070062;GO:0098978;GO:0005794;GO:0005829,GO:0005102;GO:0001784;GO:0004714;GO:0019899;GO:0005515;GO:0005524;GO:0005154;GO:0004715;GO:0044325;GO:0004713,hsa04520
2321,GO:0030335;GO:0002244;GO:0043406;GO:0048010;GO:0035924;GO:0036323;GO:0043410;GO:0010863;GO:0048514;GO:0001525;GO:0016477;GO:0007275;GO:1990384;GO:0046777;GO:0038084;GO:0014068;GO:0008284;GO:1905563;GO:0007169;GO:0033674;GO:0048598;GO:0002548;GO:0043552;GO:0018108;GO:0045766,GO:0005886;GO:0043235;GO:0005925;GO:0005768;GO:0015629;GO:0005887;GO:0005615,GO:0004714;GO:0005515;GO:0036332;GO:0005021;GO:0019838;GO:0005524,hsa04020;hsa05323;hsa04015;hsa04066;hsa04010;hsa04151;hsa05202;hsa04014;hsa04510
4916,GO:0010976;GO:0030335;GO:0048013;GO:0043406;GO:0090102;GO:1990090;GO:0010628;GO:0071300;GO:0051896;GO:0001764;GO:0032148;GO:0043410;GO:0048712;GO:0007507;GO:0048665;GO:1905606;GO:2000251;GO:0099151;GO:0045471;GO:0033138;GO:0090630;GO:0050927;GO:0038179;GO:0007275;GO:0048678;GO:0060548;GO:0070374;GO:0001934;GO:0014068;GO:0001933;GO:0008284;GO:0007169;GO:0051412;GO:0033674;GO:0018108,GO:0099055;GO:0005886;GO:0043235;GO:0030424;GO:0098978;GO:0005887,GO:0004714;GO:0002039;GO:0005515;GO:0043121;GO:0005004;GO:0005030;GO:0005524,hsa04722;hsa05230;hsa04020
1742,GO:0035176;GO:0016188;GO:2000463;GO:0007268;GO:2000821;GO:0048169;GO:0007612;GO:0060997;GO:0099645;GO:0098970;GO:0035418;GO:0007165;GO:0045184;GO:0007204;GO:0007399;GO:0071625;GO:0098609;GO:2000310;GO:0035865;GO:0097113;GO:0050885;GO:0061098;GO:0050806;GO:0065003;GO:0035641;GO:0097120;GO:0002091;GO:0150012;GO:0043113,GO:0031234;GO:0008021;GO:0005783;GO:0030054;GO:0097060;GO:0044309;GO:0098978;GO:0005829;GO:0030863;GO:0014069;GO:0005886;GO:0031594;GO:0044224;GO:0043197;GO:0032839;GO:0060076;GO:0098839;GO:0044300;GO:0005737;GO:0045202;GO:0030666;GO:0044306;GO:0043005;GO:0032281;GO:0045211,GO:0097109;GO:0031812;GO:0097110;GO:0019900;GO:0030165;GO:0044877;GO:0005515;GO:0019903;GO:0035255;GO:0031697;GO:0031748;GO:0033130;GO:0008022,hsa04724;hsa04390;hsa05016;hsa05022;hsa05030
3689,GO:0006911;GO:1904996;GO:0007160;GO:0071404;GO:0035987;GO:0006954;GO:0050730;GO:0008360;GO:0034113;GO:0045963;GO:1990266;GO:0030593;GO:0031623;GO:2000363;GO:0007159;GO:0098742;GO:0006898;GO:0098609;GO:0006915;GO:0007267;GO:0016477;GO:1901216;GO:0033627;GO:0007229;GO:0032930;GO:0007155;GO:0090314;GO:0001774;GO:0097242;GO:0043113;GO:0043315,GO:0035579;GO:0044853;GO:0005886;GO:0043235;GO:0009986;GO:0005925;GO:0034687;GO:0099568;GO:0034688;GO:0009897;GO:0016020;GO:1903561;GO:0034689;GO:0070062;GO:0008305;GO:0101003;GO:0070821,GO:0005178;GO:0005515;GO:0019901;GO:0031072;GO:0001540;GO:0046872;GO:0038024;GO:0050839;GO:0001851;GO:0030369,hsa04650;hsa05166;hsa04613;hsa04015;hsa05134;hsa04390;hsa04610;hsa05140;hsa05152;hsa05323;hsa04145;hsa05416;hsa05146;hsa04670;hsa04514;hsa05144;hsa05133;hsa05150;hsa04810
7074,GO:0043507;GO:0007160;GO:0030335;GO:0048013;GO:0007264;GO:0034622;GO:0051056;GO:1905274;GO:0010717;GO:0061178;GO:0016601;GO:1990138;GO:0090630;GO:0042220;GO:0006915;GO:0016477;GO:0060071;GO:0010718;GO:0072657;GO:0008284;GO:0061003;GO:0032092;GO:1904338;GO:2000050;GO:1904268;GO:0050772;GO:0098989;GO:0070372;GO:0003300,GO:0045202;GO:0031234;GO:0099147;GO:0005911;GO:0005886;GO:0043197;GO:0043025;GO:0044291;GO:0016020;GO:0032587;GO:0098978;GO:0044295;GO:0005874;GO:0005829;GO:0044304;GO:0005634,GO:0008017;GO:0019900;GO:0005515;GO:0008289;GO:0030971;GO:0005085,hsa05205;hsa04062;hsa04530;hsa04014;hsa04015;hsa04024;hsa04810
1436,GO:0030316;GO:0042531;GO:0030335;GO:0002931;GO:0002244;GO:0008283;GO:0030097;GO:0031529;GO:0030225;GO:2000147;GO:2000249;GO:0006954;GO:0046488;GO:0071345;GO:0008360;GO:0045217;GO:0019221;GO:0045087;GO:0007165;GO:0032722;GO:0007275;GO:0070374;GO:0046777;GO:0001934;GO:0061098;GO:0010759;GO:0045124;GO:0036006;GO:0048015;GO:0038145;GO:0008284;GO:0030224;GO:0007169;GO:0033674;GO:0060603;GO:0120041;GO:0018108;GO:0071902,GO:0005886;GO:0043235;GO:0009986;GO:0043231;GO:0005654;GO:1990682;GO:0005887,GO:0004714;GO:0005515;GO:0042803;GO:0005011;GO:0005524;GO:0004713;GO:0019955,hsa04640;hsa05221;hsa05200;hsa04380;hsa04015;hsa04060;hsa04010;hsa04151;hsa05202;hsa04061;hsa04014
5788,GO:2000473;GO:0010468;GO:0051726;GO:0061097;GO:0042098;GO:0044855;GO:0016311;GO:0002244;GO:0031953;GO:0032760;GO:0048539;GO:0042110;GO:0002639;GO:0061099;GO:0048304;GO:0051209;GO:0045060;GO:0050857;GO:0001916;GO:0034113;GO:0032703;GO:0035584;GO:0010332;GO:0044770;GO:0042102;GO:0048864;GO:0032677;GO:0007159;GO:0043410;GO:0032743;GO:0050852;GO:1904155;GO:0035335;GO:0046641;GO:0031668;GO:1903979;GO:0001779;GO:0002925;GO:0045059;GO:0050764;GO:1905451;GO:0030217;GO:0051607;GO:0070374;GO:0001915;GO:0006933;GO:0045860;GO:0046425;GO:0070373;GO:0030890;GO:0050853;GO:0030183;GO:0042100;GO:1903615;GO:2001238;GO:2000648;GO:0001960;GO:0006470;GO:0045588;GO:0006469;GO:0050731;GO:0007166,GO:0030667;GO:0005886;GO:0045121;GO:0009986;GO:0016021;GO:0005925;GO:0098857;GO:0009897;GO:0016020;GO:0032059;GO:0005887;GO:0070062;GO:0009898,GO:0005102;GO:0030506;GO:0005001;GO:0008201;GO:0005515;GO:0019901;GO:0030507;GO:0043395;GO:0004725,hsa04514;hsa05340;hsa05132;hsa04660;hsa04666
22920,GO:0044782;GO:0007018;GO:0008104;GO:0007017;GO:0008285;GO:0072383;GO:0007165;GO:0065003;GO:0043066;GO:0046587,GO:0097542;GO:1990075;GO:0032391;GO:0015630;GO:0016939;GO:0005929;GO:0036064;GO:0005813;GO:0005876;GO:0035869;GO:0005930;GO:0005783;GO:0000794;GO:0005829;GO:0005794,GO:0019894;GO:0005515;GO:0019903;GO:0120170,
